"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism"
"S150",NA,"2026-04-04 14:00:26",47.5516166666667,"chrome 146.0.0","false","Windows 10",1600,773,"5f84e472052cf81ae5752252","Female",35,"Master","Psychology, Neuroscience",TRUE,"White",3,2,1,4,2,4,4,0,0,5,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"hold up right arm with palm up, imagine holding something heavy and arm being forced down.hearing a mosquito buzzing that then lands on you.walking down stairs slowlyhands becoming heavy in lapseeing coloured balls","holding arm stiffholding arm with heavy weight in handsseeing coloured ballshearing mosquitoheavy hands in lap","Hello",6,0,0,0,0,0,0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,4,5,1,2,1,4,7,1,6,2,5,1,1,2,1,2,1,7,1,7,5,1,1,1,1.75,5.5,1,6.5,6.5,6,0,0.9,0,0.1,0
"S153",NA,"2026-04-04 14:43:22",59.8175833333333,"chrome 146.0.0","false","Windows 10",1358,682,"679153802a458f825959cf4a","Male",46,"Bachelor","Engineering, Computer Science",TRUE,"Black",4,4,2,3,4,4,3,2,0,4,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,6,6,3,3,4,4,5,4,6,5,5,3,3,5,6,6,4,4,4,4,6,2,2,2,3.75,5.5,4,6,3,4.75,0.5,0.6,0.8,0.6,0.6
"S154",NA,"2026-04-04 14:46:03",45.3853166666667,"chrome 146.0.0","false","Windows 10",1366,599,"5bb7abf3c190e20001e5c2c8","Male",70,"Master","Business, Economics",FALSE,"White",3,2,0,0,0,1,0,0,0,4,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Holding out hands/arms  Listening to music (couldn't hear anything) Looking at 3 balls on the screen","Feeling heavy hands/arms, hands being attracted to each other","Hello",6,0,0,0,0,2,0,0,0,1,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,2,0.5,0.5,0,0,6,6,2,2,3,4,4,4,6,2,6,2,1,1,1,4,1,7,2,7,7,1,1,2,3.75,6,1.25,6.75,6.25,6,0.4,0.2,0.2,0.6,0.3
"S156",NA,"2026-04-04 15:13:46",45.42035,"chrome 146.0.0","false","Windows 10",1536,791,"582f8bbd4cadc80001b0fbd3","Male",45,"High school",NA,FALSE,"White",5,3,5,5,3,4,4,3,5,4,2,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"i had to hold my arm out while holding 2 balls a green and a blue ball, while someone was singing  to me","i had to hold my right arm out while imagining a heavy object is holding it down,i listened to someone singing happy birthday to me getting louder and louder","Hello",6,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0,1,1,0.5,1,0.5,0,0.5,0.5,0,0,5,6,3,2,3,4,5,2,6,2,6,2,3,3,5,6,3,4,5,5,4,3,4,6,3,5.5,3.75,3.75,3.75,6,0.1,0.3,0.8,0.2,0.2
"S158",NA,"2026-04-04 15:17:45",46.19725,"chrome 145.0.0","false","Windows 10",1526,686,"6933079b2f2617be7f17326a","Male",28,"Bachelor","Information Systems",TRUE,"Black",3,5,0,0,0,4,0,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Feeling my right arm was stiffIdentifying the colors of the balls on the screenImagining that my right arm is heavyImagining that a mosquito was buzzing around and landing on my right handImagining listening to a happy birthday song playing","Hello",6,0,0,1,0.5,0,0,1,0,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,1,0,0,0,0,0,4,6,3,3,6,6,6,1,6,3,5,3,2,5,3,1,4,6,4,3,4,3,4,5,2.75,5,3.75,4,5.25,5.25,0.3,0.4,0.4,0,0.4
"S161",NA,"2026-04-04 15:49:07",52.62305,"chrome 146.0.0","false","Windows 10",1280,585,"66019f5e10adbe524f2a844a","Female",51,"High school",NA,FALSE,"White",4,3,3,2,4,4,5,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"i lifted my right arm up, i had to  go down some steps, my left hand was very heavy, i had to name the colour of some balls, i had to tell if i could hear happy birthday to you","i have said it all in the previous task","Hello",6,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,4,5,3,2,2,4,4,1,5,3,4,4,2,3,6,5,2,6,2,4,2,4,6,5,2.75,5,2.5,2.75,4,4.5,0,0.3,0.2,0,0
"S162",NA,"2026-04-04 15:50:39",53.58525,"safari 26.3.0","false","Mac OS",1048,691,"691773bb2710f60f1cdfb3a2","Female",33,"Bachelor","Biology, Chemistry, Physics",FALSE,"White",2,3,1,1,3,3,3,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to choose what colour balls I seen","I had to press the space bar 6 times","Hello",6,0,2,2,0,0,2,0,1,2,1,2,1,2,2,2,2,2,2,2,2,0,0.5,2,0,0,1,7,6,7,1,7,7,1,7,7,7,7,1,7,3,7,7,1,7,7,7,7,7,7,1,2.75,5.5,2.5,3.5,4,0.8,1.2,2,0.5,1.8
"S163",NA,"2026-04-04 15:56:44",48.6581666666667,"chrome 146.0.0","false","Mac OS",1470,831,"57c357770e6a1f00015f6038","Female",46,"Master","Arts and Humanities",FALSE,"White",4,3,3,0,0,4,3,0,0,3,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifted hands, felt heavyness. Listened to happy birthday. Thought about two balls.","Felt forces between hands. Imagined tastes of sweet and bitter.","Hello",6,0.5,1,0.5,0.5,0.5,0,0.5,1,1,2,2,0,2,2,1,0,0.5,1,1,1,0,0.5,0.5,0,0.5,3,7,3,6,3,5,6,3,6,4,3,5,3,3,1,3,3,6,3,7,7,1,1,1,2.75,4.25,2.25,7,5.5,4,0.6,0.9,0.7,0.3,1.4
"S164",NA,"2026-04-04 16:00:59",44.7550833333333,"edge-chromium 146.0.0","false","Windows 10",1528,698,"62fb8ef806ee6962abefc45e","Female",42,"High school",NA,FALSE,"White",4,4,3,0,0,2,3,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Close eyes and hold right hand out palm up, imagine holding a heavy object.Hold both hands out palms facing each other, imagine being pushed to together.Imagine left hand in lap getting very heave and trying to lift it.Listen to happy birthday.Close eyes then open them and look at colours of balls on screen.","I think I already remember as much as I was going to.","Hello",6,0,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,2,1,0.5,0.5,0.5,0,0,0,0,0,5,6,4,6,1,4,6,1,7,2,7,4,1,1,1,2,3,3,4,5,5,4,2,4,2,4.25,3.75,4.75,6.75,6,0.1,0.7,0.9,0,0.5
"S166",NA,"2026-04-04 16:18:11",45.4835333333333,"chrome 146.0.0","false","Windows 10",1536,730,"6980b2c56c6302f858ff3f29","Male",32,"Master","Finance",FALSE,"White",5,3,2,2,4,3,4,1,0,4,2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifting right hand upward feeling it get heavy, 3 balls exercise, hands pulling together exercise","I also remember the rigid stiff left arm exercise now.","Hello",6,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,1,1,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,4,5,1,3,6,2,5,7,6,1,7,1,1,3,5,5,2,5,2,6,3,2,5,4,5.5,5.25,2.25,4,4.5,6.75,0.4,0.3,0.4,0,0.5
"S169",NA,"2026-04-04 16:43:58",67.1227666666667,"chrome 142.0.0","false","Windows 10",1366,633,"672c99775b51436252e1b231","Male",38,"Master","Engineering, Computer Science",FALSE,"Black",4,3,4,4,3,4,4,2,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"i was asked to remember the words, and press space bar after few times","Hello",6,0,0.5,0.5,0,0.5,0,0.5,0,0,1,0.5,0,0,0,0.5,0.5,1,0,0.5,0,0,0.5,0.5,0,0,5,4,2,2,5,6,5,5,5,2,6,2,5,5,5,5,2,6,1,6,4,2,1,4,3.75,5.25,1.75,5.25,3,5.75,0.3,0.3,0.4,0.2,0.2
"S170",NA,"2026-04-04 17:00:56",47.4303,"chrome 146.0.0","false","Windows 10",1536,730,"5c5ca0ce4ee81200018eaf51","Female",56,"Elementary school",NA,FALSE,"White",4,5,3,3,5,3,5,0,0,5,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"hand magnets, coloured balls","Bowling ball in hand, stiff arm, heavy left hand, sweet and sour, happy birthday, coloured balls, tap 6 times","Hello",6,1,1,0.5,0.5,1,1,0,1,1,0,0,0,0,2,1,0.5,0,0,0.5,0,0,0,0,0.5,0,1,6,5,5,2,2,5,1,5,2,6,3,2,1,1,1,2,4,3,7,6,2,2,1,3,3.25,2.5,6.25,6.75,5.5,0.8,0.6,0.2,0.1,0.6
"S171",NA,"2026-04-04 17:03:27",56.3001,"chrome 146.0.0","false","Linux",1597,775,"63fbf0e3b18cc14adc0dbfb6","Male",56,"Bachelor","Sports science and physiotherapy",FALSE,"White",4,3,3,1,2,4,2,1,0,4,1,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0.5,0,0.5,0.5,0.5,1,2,1,1,0,1,0.5,1,0,1,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,4,5,2,4,3,5,5,3,5,4,6,4,2,4,5,5,2,5,3,5,7,2,1,2,3,4.75,2.75,6.5,4,4.75,0.4,1,0.4,0.5,0.7
"S173",NA,"2026-04-04 17:24:11",51.0735,"chrome 93.0.4577","false","Chrome OS",1366,649,"673cb9982a6c1109eecae9ed","Female",37,"High school",NA,FALSE,"White",3,1,0,2,2,3,0,0,0,5,5,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifted arm and imagined holding something heavyPut both arms out and imagined an inward pullImagined a sweet and then a sour taste in my mouthListened out for Happy Birthday to playTold to imagine 2 balls on the screen and opened my eyes to find 3 ballsImagined right arm feeling stiff while holding it outImagined left hand feeling heavyImagined a mosquito buzzing and landing on my right hand","I don't think I left out anything previously but now there was a further instruction to press the space key 6 times when I saw please wait on the screen, I was told to forget that but also I felt a strong urge to press it","Hello",6,1,1,1,1,1,1,0.5,0,0.5,1,1,0,1,0,0.5,2,1,2,0.5,1,0.5,0.5,0,0.5,0.5,5,4,5,5,2,3,5,3,6,2,6,1,2,2,3,5,5,4,6,1,5,3,2,4,3.25,3.75,5.5,5,5,6.25,1,0.6,1.3,0.4,0.5
"S174",NA,"2026-04-04 18:04:27",47.0238166666667,"chrome 146.0.0","false","Windows 10",1920,957,"605996d037bce4fb5488a375","Female",31,"Bachelor","Engineering, Computer Science",FALSE,"Black",5,4,5,2,5,5,5,0,5,5,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I was going through an exercise of doing activities while my eyes were closed","Did an exercise of raising my right arm and laying my hand upwards on my shoulder, which I had forgotten","Hello",6,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,7,7,1,1,7,1,1,7,7,5,6,1,1,7,6,6,1,7,1,1,1,1,7,1,7,7,2.5,4,3,5.75,0,0.2,0,0,0.5
"S175",NA,"2026-04-04 18:44:35",52.4494,"chrome 146.0.0","false","Windows 10",1536,730,"663cb3f963f10f08d2380e65","Female",19,"High school",NA,TRUE,"Black",5,4,3,3,4,4,3,2,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to put my arm in front of me and feel it get pushed down, feel it get heavier, feel  a mosquito, imagine going down some stairs, feel my arm get heavy on my lap","I had to hold out both hands in front of me and feel a force between them, taste sweet and sour in my mouth","Hello",6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,5,5,1,7,3,3,4,4,6,2,5,2,1,5,3,4,1,4,1,3,4,2,3,1,4,4.5,2.75,5.5,4.75,5.75,0,0.1,0.1,0,0.1
"S176",NA,"2026-04-04 21:37:51",45.5981833333333,"chrome 146.0.0","false","Windows 10",1601,747,"69728bcfd6bfbb4cc42f3f3a","Other",38,"Bachelor","Engineering, Computer Science",FALSE,"White",1,1,3,4,4,4,1,0,0,3,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"coloured balls, heavy hand, happy birthday","space bar 6 times?","Hello",6,0,0.5,0,1,0.5,1,2,1,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0,1,0,1,0,0.5,1,0.5,1,4,4,5,1,7,5,1,2,4,3,5,2,3,2,2,3,3,5,2,7,1,1,2,1.5,3,4.75,6.75,5.75,3,0.4,1.1,0.5,0.6,0.7
"S177",NA,"2026-04-04 22:40:51",56.0403166666667,"chrome 146.0.0","false","Windows 10",1920,919,"63e59ee5226fa6bbe1be8ecf","Male",21,"High school",NA,FALSE,"White",4,4,3,3,4,4,3,0,0,5,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"I was asked to imagine going down stairs.I was asked to imagine a sweet tasteI was asked to imagine a sour tasteI was asked to imagine a force pulling down on my handI was asked to imagine my two palms being pulled towards each otherI was asked to listen to the happy birthday song at different sound levels","I remember being asked to looks at 2 different balls and remember the colours","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,6,6,1,1,6,2,2,6,7,1,7,1,1,4,5,6,1,6,2,6,6,1,1,1,6,6.5,1.75,6.75,4,7,0,0,0.1,0,0
"S179",NA,"2026-04-05 00:27:21",58.7022666666667,"chrome 146.0.0","false","Windows 10",2048,991,"657eff8c13ec3b61c3fabb3a","Male",31,"Master","Medicine",TRUE,"Black",5,5,0,0,1,5,2,0,0,1,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,7,7,1,1,4,4,3,5,6,2,4,4,1,7,7,6,1,6,2,7,7,1,1,7,4.5,7,1.5,5.5,2.75,5,0,0.2,0.1,0.2,0
"S180",NA,"2026-04-05 04:51:05",48.2321,"chrome 146.0.0","false","Windows 10",1920,911,"66125c309e5fdbc4ec2f52ba","Male",42,"Bachelor","Engineering, Computer Science",FALSE,"White",4,4,3,2,2,4,5,0,0,5,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"lifting my arms and feeling heavy, magnetically pulling my arms, tasting things","ball hallucination, heavy left hand, pressing space bar rapidly","Hello",6,0,0.5,0,1,0,2,2,1,1,1,0,0,0,0.5,0,2,0.5,0.5,1,0,0,0,0,0,0,5,7,2,1,1,6,7,1,7,2,7,2,4,5,1,1,2,5,5,1,6,1,1,7,1.25,6.25,4.25,5.25,5.25,6.5,0.3,1.4,0.8,0,0.1
"S182",NA,"2026-04-05 07:33:26",43.0265,"chrome 146.0.0","false","Windows 10",1536,643,"69416d24e3dadef069de4f83","Female",37,"Master","Political Science, Law",TRUE,"White",4,3,5,3,4,3,5,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i put my hand out in front of me and felt like i had something heavy in it. I put both hands in front of me and imagined them coming together. I saw three different color balls. I imagined something sweet in my mouth that turned sour.","I remember everything","Hello",6,0,0,0,0.5,1,2,0,0,0.5,1,0,0,0,0,0,2,2,1,0.5,1,0,0.5,1,0,0,2,7,7,5,1,6,7,1,7,1,7,2,2,5,2,4,6,2,7,1,2,6,6,7,1.25,3.25,6.5,1.75,4.75,6.75,0.3,0.7,1.3,0.3,0
"S183",NA,"2026-04-05 07:35:14",43.4928833333333,"chrome 146.0.0","false","Mac OS",2240,1038,"60f2a2b4932fed5326988e0f","Male",33,"High school",NA,FALSE,"White",2,2,1,2,3,3,1,0,0,3,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Nothing that I did not list previously","Hello",6,0.5,0.5,0.5,1,2,0,0.5,0.5,1,0.5,1,0,1,0,0,0,0.5,0,1,0.5,0,0,0,1,1,6,6,5,3,1,7,7,1,5,4,3,4,1,1,1,1,4,6,3,7,4,4,4,1,1,5,2.5,4.75,7,4,0.9,0.5,0.4,0.4,0.4
"S185",NA,"2026-04-05 08:39:18",47.9990166666667,"chrome 146.0.0","false","Mac OS",1920,864,"67b60e955ba983e69c97b9fc","Female",35,"Bachelor","Business, Economics",FALSE,"White",4,0,2,5,4,3,3,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"heavy arm straight arm, balls, sour and sweet.","I still remember the tasks","Hello",6,0,1,0,0,0,2,2,2,2,2,1,0,1,1,0,0.5,0.5,0,1,1,0.5,0,0,0,0,7,7,2,1,1,7,7,1,6,2,5,5,1,1,1,3,1,2,3,1,2,5,7,6,1,6.75,4.25,2,6.5,5,0.2,2,0.6,0.1,0.6
"S186",NA,"2026-04-05 08:39:38",42.0479833333333,"chrome 146.0.0","false","Chrome OS",1488,743,"69aec0c1b1e23fadadf6b62f","Male",22,"Bachelor","Business, Economics",FALSE,"East Asian",4,2,3,2,3,5,4,3,1,4,3,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Lifting my right arm, making it tense and imagining a heavy weight in my hand. Also, my left hand and feeling the pressure of how heavy it is. Seeing the force between both my hands. Hearing happy birthday.","Right hand and left hand imagination, happy birthday, mosquito, sweet taste, sour taste","Hello",6,0,0,0.5,0,0.5,0.5,1,1,1,0.5,1,0,1,0.5,1,0.5,0,0.5,0.5,0,0.5,1,1,0,0.5,5,6,1,1,1,4,5,3,6,3,5,5,1,3,1,5,2,5,1,2,3,3,5,2,2.75,6.25,3,4.25,5.5,4.75,0.2,0.8,0.3,0.6,0.7
"S187",NA,"2026-04-05 09:17:30",40.34285,"chrome 146.0.0","false","Windows 10",2560,1352,"69ce7d2297b4750b47987000","Male",40,"High school",NA,FALSE,"White",3,4,0,0,0,2,2,0,0,5,0,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Raised my arm straight out to imagine holding something heavyraised both arms out to imagine them pulling togetherraised right arm to make it stiffImagine only seeing 2 balls on the screen","press space 6 times when I see please wait on screen","Hello",6,0.5,1,0.5,0.5,0,1,1,2,2,2,0,0,0,0,0.5,1,0.5,0,0,0.5,0.5,0,0.5,0,0.5,5,7,1,1,1,7,7,1,5,4,3,5,1,4,1,2,3,6,2,5,5,2,3,2,1,6.5,2.5,5.5,6,3.75,0.5,1.6,0.4,0.3,0.1
"S188",NA,"2026-04-05 09:24:12",50.99235,"chrome 147.0.0","false","Windows 10",1536,776,"67c7613bd569d49d18156d6c","Female",21,"High school",NA,TRUE,"White",3,3,2,1,3,4,4,1,0,4,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I was asked to see two balls where there were three, to imagine my arm becoming stiff, to imagine a mosquito in my room","Hello",6,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,2,0,2,2,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,5,7,2,3,1,5,5,2,6,2,6,2,3,6,1,2,4,3,4,2,7,1,1,1,2.25,5.75,4.75,7,5,6,0.2,0.4,0.4,0.1,1.3
"S190",NA,"2026-04-05 10:05:32",44.3878166666667,"firefox 149.0.0","false","Windows 10",1473,725,"570d22b35e5156000efd8bd5","Male",43,"High school",NA,FALSE,"White",5,5,4,3,3,4,5,0,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Remember colors of balls, Hear Happy birthday, How heavy My Arm felt","Press space bad, how heavy things feel","Hello",6,0,0,0,0,0,0,1,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,5,5,1,1,5,3,3,5,5,2,6,3,6,6,6,6,1,7,1,7,7,1,1,1,5,6,1,7,2,5.5,0,0.4,0,0.3,0.1
"S191",NA,"2026-04-05 10:27:37",43.2559166666667,"chrome 146.0.0","false","Windows 10",1920,991,"69139019e887fef6bf369ea3","Male",37,"Bachelor","Political Science, Law",FALSE,"White",2,3,4,1,2,3,3,0,0,5,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I raised one hand, had a heavy bowling ball, had my hands pulled together. Then I also had my left hand get heavy. I was supposed to hear some birthday music, and then imagine 2 balls when I saw three.","The hands, the ball, the magnets, the birthday song, the three balls. I think I remember most of it.","Hello",6,0.5,0.5,0,0.5,0,2,1,0.5,1,1,0.5,0,0.5,0.5,0.5,2,1,0.5,0.5,1,0,1,0.5,0,1,3,6,4,1,3,1,3,3,5,6,4,5,3,4,4,2,4,4,3,1,5,3,2,5,4.5,5,4.5,4.75,4.75,3.5,0.3,1.1,1,0.5,0.4
"S192",NA,"2026-04-05 10:41:37",261.9939,"chrome 146.0.0","false","Windows 10",1920,945,"5a8f13595292b80001235e09","Male",39,"Bachelor","Engineering, Computer Science",FALSE,"Mixed",3,1,0,0,0,0,1,2,0,3,3,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"We went through different imagination exercises such as holding an arm out and imagining it getting heavy, and imagining a mosquito landing on my hand.","press the space bar 6 times","Hello",6,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,1,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,6,6,1,4,7,1,5,6,6,1,4,1,4,5,4,4,1,6,1,7,7,1,1,1,5.75,5.75,1.25,7,3.75,6,0,0.2,0.1,0.2,0.4
"S193",NA,"2026-04-05 10:51:21",48.77,"chrome 134.0.0","false","Windows 10",1920,945,"6988878f7b811934dbd31f51","Male",39,"Bachelor","Engineering, Computer Science",TRUE,"Black",4,5,4,5,4,4,4,3,0,4,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"pressing space bar 6 times,left hand stiffness","Hello",6,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,3,4,1,1,1,1,2,5,7,1,4,1,1,1,2,1,1,5,2,2,4,1,1,1,4.75,5.25,3,6.25,6.75,6.25,0,0.2,0.1,0.1,0
"S194",NA,"2026-04-05 11:44:37",48.6638666666667,"chrome 143.0.0","false","Windows 10",1280,593,"682c3f62f2680e9a67130379","Male",33,"Bachelor","Engineering, Computer Science",FALSE,"White",5,4,5,4,3,4,5,0,0,4,4,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I also lifted my left arm and felt it was heavy after sometime.","Hello",5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,4,3,6,4,4,7,1,7,1,7,5,6,2,1,6,1,7,7,1,7,1,3.25,6.25,1.25,5.5,3,7,0,0.1,0,0,0
"S196",NA,"2026-04-05 11:45:28",40.3805,"chrome 146.0.0","false","Windows 10",1920,919,"5c04872c55614800012b7cf0","Female",27,"Master","Library science",FALSE,"White",2,1,0,3,3,2,2,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"looked at colored balls, imagined my left hand being heavy, imagined my right hand being pressed down, imagined my two hands being drawn together, imagined a mosquito","Hearing Happy Birthday song, feeling my arm locked straight","Hello",6,0,0.5,0,0,0.5,1,0.5,0.5,1,2,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,5,6,1,2,1,6,6,1,2,6,2,6,1,5,1,1,2,3,1,1,7,1,2,1,1.5,6,3.75,6.75,6,2,0.2,1,0.2,0,0.2
"S197",NA,"2026-04-05 12:36:48",43.4335333333333,"chrome 116.0.0","false","Mac OS",1366,683,"69c1579cb863ab3456bd3f68","Female",38,"Bachelor","Arts and Humanities",FALSE,"White",4,3,4,2,4,5,4,0,0,5,4,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I imagined myself holding a heavy ball, and I imagined what something sweet and sour would taste like","That you said I would not remember anything","Hello",6,0,0,0,0,0.5,1,2,2,1,1,0,0,0,0.5,0,1,0.5,0,1,0,0,0,0,0,0,4,6,2,1,1,6,6,1,7,2,7,1,1,1,1,1,3,4,2,2,5,2,1,4,1.5,5.75,3.75,5.5,7,6.75,0.1,1.4,0.5,0,0.1
"S200",NA,"2026-04-05 13:11:05",46.5593,"chrome 146.0.0","false","Windows 10",1612,1030,"675c6db4887ccdd0d3d15534","Female",44,"Bachelor","Biology, Chemistry, Physics",FALSE,"East Asian",2,4,5,1,5,3,5,0,0,5,1,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"lift up my right hand and think about how heavy it is.  push my palms together as if there is a force.  place left hand on lap and feel the heaviness of it.  listen to the song Happy Birthday and raise right hand when I can hear it.","i was asked to press space bar six times.","Hello",6,0,0,0,0,0,0.5,2,0.5,2,0.5,1,0,1,0,0.5,2,0.5,2,2,0.5,0,0,0,0,0,6,6,5,5,1,7,7,1,7,1,7,1,1,2,1,1,1,2,3,1,5,6,3,3,1,4.5,4.25,4.25,6.75,7,0,1.1,1.4,0,0.5
