"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R"
"S237",NA,2026-04-05 20:16:50,58.7251833333333,"chrome 146.0.0","false","Mac OS",1248,831,"67803b5508f3d995ef13696b","Female",56,"Bachelor","Political Science, Law",FALSE,"White",4,5,4,2,2,4,5,1,0,0,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"right arm feeling heavy, both hands stretched out coming together, right arm stiff, left had heavy, hear happy birthday song, see two balls.","Lifting up the right arm at the beginning. Tasting sweet and sour, the mosquito.","Hello",0,0,0,0,0,1,0.5,0,0,1,0,0,0,0,2,0.5,1,1,0,0.5,0,0,0.5,0,0,0,2,5,3,6,2,4,5,2,6,3,5,2,2,4,1,4,1,5,4,3,6,2,2,1
"S238",NA,2026-04-05 21:05:29,50.13385,"firefox 149.0.0","false","Windows 10",1856,967,"5f2de4218462fd12f8aee07e","Male",28,"Bachelor","Engineering, Computer Science",FALSE,"White",4,2,5,2,4,3,4,4,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I remember holding my arms, with their palms facing each other right in front of me and having them being attracted to each other until they were nearly touching. Imagining my arm was in a bind and trying to bend it but being unable to. Holding my arm out and imagining carrying a heavy object and feeling the weight of it. Hearing the buzzing of a mosquito in my ear, imagining it flying around me until it landed on my arm where it made me feel itchy until I brushed it off.","I remember hearing the audio clip of the song Happy Birthday","Hello",6,0.5,0.5,1,0,0.5,0.5,0,0,0.5,1,0.5,0,1,0.5,0,2,0,0.5,1,1,0.5,1,0.5,0.5,1,3,6,5,5,2,3,4,3,5,3,5,2,2,5,7,7,5,4,5,3,7,3,2,2
"S239",NA,2026-04-05 21:06:20,57.3212,"chrome 146.0.0","false","Windows 10",1920,953,"6099911160f3e9d0d94b18e8","Female",40,"Bachelor","Business, Economics",TRUE,"Black",1,5,5,5,4,5,5,0,0,5,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I don't remember anything",NA,"Hello",6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,5,4,3,5,1,6,1,4,5,1,2,2,7,1,3,6,1,1,1
"S240",NA,2026-04-05 21:18:01,113.489066666667,"chrome 146.0.0","false","Windows 10",1920,945,"67448035804444614abdcc6c","Male",31,"Bachelor","Business, Economics",FALSE,"Mixed",3,3,4,3,3,4,3,2,3,3,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"i felt more relieved","my favorite pet's name while i was small","Hello",6,0.5,1,0.5,0,0,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,7,6,2,2,6,4,2,5,6,1,6,2,2,7,2,6,1,6,2,2,6,2,2,2
"S241",NA,2026-04-05 21:18:06,46.9357666666667,"edge-chromium 146.0.0","false","Windows 10",1272,588,"63b2d04ed0f53f75de4ba38e","Female",69,"High school",NA,FALSE,"White",3,3,2,4,4,4,3,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"listen to happy birthdaycount the ballscheck the longest linecheck the biggest ball","i cannot remember anything more than last time","Hello",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,4,7,1,1,5,2,2,6,6,2,6,1,1,4,4,4,1,7,2,7,5,5,2,4
"S242",NA,2026-04-05 21:25:20,47.9220833333333,"chrome 146.0.0","false","Windows 10",1536,730,"6752e1980dcfbca68df8455e","Male",24,"Bachelor","Engineering, Computer Science",TRUE,"Black",5,3,3,5,4,2,4,1,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Heavy hands. Colored ball. Television. sounds","Heavy hand with a bowling bal. Going down stairs . Happy Birthday song. 3 balls. Mosquito . Left hand heaviness","Hello",0,0.5,0.5,1,2,1,1,0,0,0.5,0,1,0,2,0.5,1,0,0.5,1,0,0,0,0.5,0,0,0,1,4,2,7,5,1,4,7,7,1,5,1,3,5,1,1,3,5,2,4,7,1,1,1
"S243",NA,2026-04-05 21:38:19,52.4413166666667,"chrome 146.0.0","false","Windows 10",1920,953,"697e3bdabec18374e3bcd3b3","Male",21,"Bachelor","International Relations",TRUE,"White",4,4,2,2,3,4,4,1,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I remember being told to forget everything which I had previously done. I remember being told to imagine myself stepping down stairs in the first exercise.","Hello",6,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,1,1,0,0.5,0,0.5,1,0.5,0,1,0,0,0,3,7,3,2,2,1,3,2,6,3,5,1,4,5,5,5,4,5,4,3,6,2,3,1
"S244",NA,2026-04-05 21:56:49,45.8192666666667,"chrome 146.0.0","false","Mac OS",1512,828,"6151556ef73ba765c7ff55f6","Male",43,"Bachelor","Business, Economics",FALSE,"South Asian",4,2,1,4,3,2,3,1,0,5,1,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I don't remember what happened. I vaguely remember having to lift my hand up like holding weight in my hand.","holding my hand, palm with weights, other tests like hold my hands(2 hands palm facing each other) like magnets force in between. Final task was to remember how many balls on the screen and to guess the colour too","Hello",6,0,0,0,0,0,0,1,0,0,0,0.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,6,6,2,1,5,6,5,2,2,6,2,3,6,3,5,5,7,2,1,6,1,3,1
"S245",NA,2026-04-05 22:29:15,42.1981666666667,"chrome 146.0.0","false","Windows 10",1366,641,"6043a1dc4c33ef37c64f0812","Male",39,"High school",NA,FALSE,"White",4,1,3,2,4,5,1,1,0,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"look at 2 balls, hand out straight with heavy object, heavy arm and hand, Happy birthday song","hold hands apart and they pull together","Hello",6,1,1,2,2,1,1,2,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,1,2,0.5,0.5,1,1,1,3,2,5,6,4,2,2,4,5,5,4,3,2,2,1,2,5,4,2,3,5,3,2,5
"S246",NA,2026-04-05 22:37:02,63.4117666666667,"chrome 146.0.0","false","Windows 10",1920,919,"62aa591a476ebabe28612a92","Male",36,"Master","Engineering, Computer Science",FALSE,"White",4,5,3,2,4,5,3,0,5,0,5,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"I had to hold out my hand, with my palm facing upwards. I had to also hold out my right arm with my fingers straight. listen to happy birth being sung to me. picturing colour balls.","I had to walk down stairs for 20 seconds and feel each step.","Hello",0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0,1,2,0,0,0.5,0,0,1,0,0,0,0,0.5,4,6,1,2,2,4,5,3,4,1,4,3,1,1,2,2,2,6,3,1,7,2,1,1
"S247",NA,2026-04-05 22:39:21,54.75265,"chrome 144.0.0","false","Windows 10",1280,585,"66929a6a268ccf0d6fce0d52","Female",60,"college",NA,FALSE,"White",1,1,0,3,3,3,0,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"cant rememember anything else","Hello",6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,1,1,4,1,1,7,7,1,7,1,1,1,1,1,1,7,5,7,7,5,1,4
"S248",NA,2026-04-05 23:19:49,41.5754333333333,"chrome 146.0.0","false","Mac OS",1440,788,"69cbcb9a5c8b56847e4ebda5","Male",33,"Master","Political Science, Law",FALSE,"White",3,1,4,3,3,3,3,1,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"This set of exercise, not sure they were categorised into sets. ive just been told to forget everything and then remember everything. found this section a little confusing from the spoken instructions to the written question here.","I believe i remember the entire instrctions. was told to close my eyes, which i did. was told id be told to open my eyes and then see please wait, id forget everything and then when told to remember, press space bar six times. ive felt these remember then forget then remember examples far less convincing than for example the weight examples or examples of hands being pushed together.","Hello",0,0.5,2,1,0,0,0,0,0.5,0.5,0,2,0,1,1,0,0.5,1,1,1,0.5,0,0.5,0,0,0.5,2,5,3,7,2,2,4,5,6,2,5,5,1,4,1,1,2,3,5,6,5,3,5,2
"S249",NA,2026-04-05 23:56:10,44.6033666666667,"chrome 138.0.0","false","Windows 10",1920,945,"67f98dadf3bcfb0a57076f6b","Male",55,"High school",NA,FALSE,"White",4,3,3,3,4,4,3,0,0,5,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"eyes closed, arms in lap, left had heavy, left arm straight, three balls, sweet and sour taste, walking down stairs","close eyes, arms im lap, left hand heavy, left arm straight, walking down stairs, sweet and sour taste, three balls, press spacebar","Hello",6,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,2,6,2,3,2,5,5,2,5,5,3,5,2,4,3,3,2,6,2,7,5,5,4,6
"S250",NA,2026-04-06 02:19:10,53.38875,"chrome 140.0.0","false","Windows 10",1266,626,"6926c95802f66337764785d9","Male",44,"Master","Engineering, Computer Science",FALSE,"Black",4,3,0,4,0,1,1,1,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,2,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,2,0,1,0,7,7,1,1,5,5,1,5,7,1,7,1,6,6,2,6,1,7,1,1,7,1,1,1
"S251",NA,2026-04-06 04:39:57,47.1208833333333,"chrome 146.0.0","false","Chrome OS",1920,945,"69309f7da595fb656eebdeb1","Female",47,"High school",NA,FALSE,"White",4,3,2,2,4,5,5,0,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to raise my hand and it was heavy, and imagine I'm walking down stairs. Sweet then sour taste in my mouth and stiff hand a","magnetic hand that were pulling together and the happy birthday song","Hello",0,0,0.5,0.5,0,0,1,1,1,1,1,0.5,1,0,0.5,0,0.5,0.5,0,0.5,1,0,0,0,0,0,7,7,1,1,2,6,7,2,6,5,6,5,1,2,6,5,5,2,6,2,1,6,7,6
"S252",NA,2026-04-06 05:12:04,71.4395,"chrome 146.0.0","false","Windows 10",1920,999,"5b0f33dd1e55760001b9a9ce","Male",47,"Doctorate","Education",FALSE,"White",5,4,3,4,3,4,4,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0.5,0.5,1,0.5,2,1,0.5,0.5,1,0,1,1,1,2,2,2,1,2,0,0,0,0,0,2,4,5,6,2,4,5,2,7,1,7,1,1,4,1,1,6,1,6,2,7,3,1,1
"S253",NA,2026-04-06 06:19:19,45.1482,"chrome 146.0.0","false","Windows 10",2048,991,"569ab750af9ad7000b6407e1","Male",51,"Bachelor","Sociology, Anthropology",FALSE,"New Zealand Maori",4,2,5,4,3,4,4,2,0,0,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I was informed that I had to forget everything I had done for the exercises, and that I wouldn't remember.","Now you can remember everything. Press spacebar 6 times.","Hello",0,0.5,0,1,0,0.5,0.5,2,0.5,1,2,0.5,0,0.5,0.5,1,0.5,0.5,0,0,0,1,0,0,0,0.5,3,6,5,4,2,6,6,2,4,3,4,5,2,5,5,6,6,2,4,1,5,3,3,2
"S254",NA,2026-04-06 07:31:11,46.2234833333333,"chrome 146.0.0","false","Windows 10",1280,585,"5ca9d0224f3e9d00164426f3","Female",58,"Master","Arts and Humanities",FALSE,"White",4,1,0,0,0,3,2,0,0,0,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Feeling heavy arm, feeling two hands being drawn together as if by a magnet, imaginging three balls, trying to hear happy birthday with increasing volumes, imagining a mosquito","I do not have any more information I remember.","Hello",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0.5,0,0,0,6,6,1,1,2,2,3,2,7,2,3,1,1,1,1,2,1,4,2,6,3,2,4,4
"S255",NA,2026-04-06 07:33:40,45.6439666666667,"chrome 146.0.0","false","Windows 10",1524,778,"5ff07b5ee7a1d23e719e421e","Female",71,"High school",NA,FALSE,"White",5,4,4,2,4,4,2,0,0,5,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"hand going numb, heavy arm, balls on screen, magnetic hands","Heavy right arm holding bowling ball, magnetic hands, balls on screen, not being able to lift left hand, press space bar","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,2,4,4,4,7,1,6,1,1,1,1,1,1,7,1,7,5,3,2,4
"S256",NA,2026-04-06 08:15:44,50.1989166666667,"chrome 146.0.0","false","Windows 10",1600,765,"69cdf622fac6c570bd57a23b","Female",23,"Bachelor","Accounting",TRUE,"White",4,4,1,1,0,3,3,1,0,5,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"Birthday song, ball colors- red orange and green, lifted left hand , both hands facing each other with magnetic effect, left hand on the lap which is heavy to carry","Hello",6,0,0,0.5,0,0,0.5,1,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,0,0.5,0.5,0,6,6,2,1,6,4,4,4,4,3,4,2,5,5,6,6,2,5,2,4,7,3,3,3
"S257",NA,2026-04-06 09:43:24,57.4019166666667,"chrome 146.0.0","false","Windows 10",1440,731,"5f29eff59714081a3594a331","Male",39,"Master","Data/Health Science",FALSE,"Pacific Islander",3,1,1,3,0,4,3,1,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Close eyesStretch forth the right handPlace two arms on my lapHear soundSee three ballsClimb down the stairs, counting 1 to 20","Press spacebar 6 times","Hello",6,0,0,0,0,2,0,1,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,7,6,2,7,2,7,1,4,4,2,1,1,7,1,7,7,1,7,1
"S258",NA,2026-04-06 09:59:49,59.9236166666667,"chrome 145.0.0","false","Windows 10",1366,607,"69c0be0aa91de9b29a6ea493","Female",53,"Bachelor","Business, Economics",FALSE,"White",5,4,5,5,5,4,4,4,3,5,0,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,"Hello",0,0,0,0,0,0,0,0.5,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,5,7,1,1,4,4,5,4,5,2,6,2,5,6,4,5,2,6,2,2,6,2,2,2
"S259",NA,2026-04-06 10:01:19,110.008066666667,"chrome 144.0.0","false","Mac OS",1025,1066,"661e7aea959de3433a8f255d","Female",33,"High school",NA,FALSE,"White",4,3,5,4,4,2,3,2,5,0,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"I do not remember anything different than from before","Hello",0,0,0,0,0,1,1,0,0,1,1,0.5,0,0,1,0,2,1,0.5,0,1,0,0,0,0,0,3,7,2,4,1,7,7,1,7,3,6,2,1,2,1,3,4,3,2,2,4,2,2,1
"S260",NA,2026-04-06 10:03:16,56.0571,"chrome 132.0.0","false","Windows 10",1280,593,"67f1f1d53b5c101545b04cfc","Male",41,"Master","Business, Economics",FALSE,"Black",5,3,2,5,3,5,4,4,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,5,6,1,1,4,1,1,5,7,1,7,1,1,6,1,2,1,7,1,7,7,1,1,1
"S261",NA,2026-04-06 10:29:58,50.1238333333333,"firefox 149.0.0","false","Windows 10",1280,587,"65b85222a3269ee45054aed5","Female",65,"associate degree",NA,TRUE,"White",5,5,3,3,3,4,2,2,0,5,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Was told to raise hand","press the space bar 6 times","Hello",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,7,5,1,2,5,4,2,6,7,1,7,1,4,5,1,1,1,7,1,6,6,1,1,1
"S262",NA,2026-04-06 10:44:32,40.7210833333333,"chrome 145.0.0","false","Mac OS",1440,748,"657349585ce9d57f8c53e7fe","Male",25,"High school",NA,TRUE,"Mixed",2,0,4,1,3,4,2,0,0,0,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"ive raised my arms a few times, saw a few colored balls","i had to press the spacebar 6 times after the words please wait showed on my screen","Hello",0,2,1,2,2,1,1,0.5,1,2,0.5,1,0,2,2,0,1,0.5,0.5,1,1,1,0,0.5,1,1,2,6,6,7,4,6,7,1,4,3,3,6,5,7,4,2,6,6,5,3,1,5,6,6
"S263",NA,2026-04-06 11:24:58,42.57555,"chrome 146.0.0","false","Windows 10",1536,729,"63f93b47bb0c1a1aca131480","Male",55,"Bachelor","Business, Economics",FALSE,"White",4,3,4,5,4,5,5,0,0,5,5,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"hand and arm movements, ...","hands closer together, heavy object, hand heavier","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,4,1,1,7,6,1,4,1,1,1,5,5,1,7,1,6,5,1,1,1
"S264",NA,2026-04-06 11:25:08,40.1621833333333,"chrome 146.0.0","false","Windows 10",1536,738,"6783ebc2e89b75d66d952f41","Male",58,"Bachelor","Engineering, Computer Science",FALSE,"White",3,4,1,1,1,3,2,0,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Raising arms with pull","left arm feeling heavy and numb, pressing space bar 5 times","Hello",6,0,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,1,0.5,1,0,0.5,0.5,1,0.5,0,0.5,0.5,0.5,6,6,1,2,4,5,5,3,6,5,5,4,3,5,4,4,2,5,3,3,5,3,5,3
"S265",NA,2026-04-06 11:25:28,41.84085,"chrome 146.0.0","false","Windows 10",1920,957,"651ac88823e71c05dbc1ff63","Male",57,"High school",NA,FALSE,"White",4,1,0,0,0,1,0,0,0,3,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"held arm out and imagined holding bowling ball, listened to happy birthday, had left hand in lap as it became immobile. Held arms out as they converged towards each other. Viewed coloured balls on screen, Imagined mosquito on hand.","Arm exercises, bowling ball and arms converging. mosquito, coloured balls on screen, press space bar, happy birthday song.","Hello",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,7,1,2,3,4,6,2,7,1,5,1,1,1,1,5,1,7,1,6,1,5,6,7
"S266",NA,2026-04-06 11:26:06,43.1315833333333,"edge-chromium 146.0.0","false","Windows 10",1912,914,"5fb281433a31c686f0ec3ecb","Male",49,"Bachelor","Political Science, Law",FALSE,"South Asian",3,3,2,2,2,3,3,0,0,0,5,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Various activities using my imagination and senses relating to the mind and bodily coordination.  Very hypnotic like activity.","I cannot remember anything at all.","Hello",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,6,4,1,1,3,3,3,2,6,2,5,1,1,1,3,3,1,5,1,3,3,1,3,3
"S267",NA,2026-04-06 11:27:01,45.0064833333333,"chrome 146.0.0","false","Mac OS",1512,764,"5eca46c6c1e2c601290bab15","Male",61,"Bachelor","Arts and Humanities",FALSE,"White",2,3,3,0,0,4,4,3,2,1,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Something to do with balls and heavy weights on my hands","holding hands together, a mosquito, something in my mouth, couldn't lift hand off my lap.","Hello",6,0,1,0,0,0,0,1,0.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,4,1,1,5,6,1,4,1,2,5,1,1,1,7,1,6,7,1,1,1
"S268",NA,2026-04-06 11:52:28,80.5633333333333,"chrome 146.0.0","false","Windows 10",1920,945,"665f9223c7db27a5d32d81ab","Male",23,"Bachelor","Engineering, Computer Science",FALSE,"Black",2,3,3,3,2,4,3,3,3,4,2,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"i remembered to focus on my within and notlet the outside noise disturb me","Hello",0,1,0,1,1,0,1,1,1,0.5,1,1,1,1,2,1,2,0.5,2,0.5,0.5,0.5,0,0.5,1,0.5,4,4,4,2,3,2,4,3,6,2,6,1,1,5,7,6,2,4,1,2,5,1,6,2
"S269",NA,2026-04-06 11:53:22,58.8952,"chrome 146.0.0","false","Windows 10",1536,730,"69a1ef92d330a0a5876b4f18","Female",32,"Bachelor","Interdisciplinary Studies: spec Psychology & Criminology",FALSE,"White",1,0,1,0,0,1,0,0,0,3,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I lifted my arm to see if it was heavy. I tested my hands to see if there was force between them. I did not hear happy birthday music. I saw three balls. I tested my left hand to see if it was heavy. I did not feel a misquito.","I remember in the test at the beginning I imagined walking down the stairs. But I think I would have remembered that earlier, I just did not think of it.","Hello",6,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,2,1,0,0.5,0,0,0.5,0,0,0,4,4,4,6,1,5,6,1,7,5,7,1,1,1,1,1,2,3,2,3,5,1,1,3
"S270",NA,2026-04-06 11:53:44,78.7804833333333,"chrome 146.0.0","false","Windows 10",1920,911,"60fb26e75427cb8125f2e4a4","Female",55,"High school",NA,FALSE,"White",4,3,0,0,2,4,0,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was supposed to imagine a mosquito, view 2 balls, feel 1 arm get heavy, and feel my 2 hands/arms being pulled together, among other exercises.","I was supposed to hear the happy birthday song","Hello",6,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,5,7,2,3,3,3,3,5,5,4,5,3,1,2,1,1,2,5,2,6,5,5,4,3
"S271",NA,2026-04-06 11:58:49,44.5312833333333,"chrome 146.0.0","false","Windows 10",1240,743,"5f9fdfd04296cb0102563f84","Male",38,"High school",NA,FALSE,"White",3,2,4,0,1,3,3,2,1,4,2,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"You told me to close my eyes, and that I would not remember what we did when you open your eyes. That was the most recent. You started with arm out exercise.","I don't remember when we were supposed to press the spacebar 6 times but the instruction to press it 6x never left my memory.","Hello",0,0.5,0.5,1,1,1,1,1,1,2,0.5,0.5,1,1,1,0.5,2,1,0,0.5,1,0,0,0.5,1,0,3,6,4,1,1,7,6,1,5,4,5,4,1,2,4,3,3,5,4,2,6,2,2,3
"S272",NA,2026-04-06 12:07:54,46.2013,"chrome 146.0.0","false","Chrome OS",1536,695,"60b932147633bf0dd446941e","Male",50,"High school",NA,FALSE,"White",4,5,1,5,4,5,5,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"going down stairshand pulled downhands drawn togetherno musicthree balls","stairsheavy handmagnetic handsstiff armhand pushed downno happy birthday3 balls","Hello",6,1,0.5,2,0.5,0,2,2,2,2,1,0.5,0,0,2,0,0.5,1,0,1,1,2,0,0,0.5,0,7,7,6,7,1,6,7,7,6,7,2,7,1,1,1,4,7,3,7,1,6,7,1,7
"S273",NA,2026-04-06 12:30:01,49.4798833333333,"chrome 146.0.0","false","Windows 10",1366,679,"609a83645a6b336762951202","Male",26,"college diploma",NA,FALSE,"Black",5,3,4,0,0,4,2,0,0,5,0,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"heavy object in armcolor ballsraising arm","color ballsstiif right armraising arm arm being pushed downarm being pushed together like magnet","Hello",6,0,0,1,0,0.5,0,0,0.5,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,3,7,5,1,5,1,1,7,2,5,2,4,3,7,7,7,3,7,1,4,5,1,1,4
"S274",NA,2026-04-06 12:47:30,42.75095,"samsung 27.0.0","false","Linux",1753,960,"672a844656ca03498e04cd76","Male",36,"Master","Engineering, Computer Science",TRUE,"Black",3,5,2,0,0,3,3,3,0,5,1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"The brain transmission to what it is instructed to do and also how it receives the messages and reacts to the message and instuctions","Hello",6,0.5,0,0,0.5,0.5,0,1,0,1,0,0,0,0,0,0,1,0.5,0,0,1,0,0,0,0,0,5,4,2,1,4,1,1,6,6,1,5,1,1,5,5,1,1,3,5,1,2,1,2,1
"S275",NA,2026-04-06 12:59:34,46.8116333333333,"chrome 146.0.0","false","Windows 10",1920,911,"6605b8d9e293ad3cabb46279","Female",58,"Doctorate","Psychology, Neuroscience",FALSE,"White",3,1,0,4,2,3,2,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"heavy ball in raised right hand, heavy left hand in lap, two/three balls on screen","going down the steps, hands attracted to each other, happy birthday (not heard) sweet and then sour taste and then back to normal mouth taste","Hello",6,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0,0,0,0,0,0,6,5,1,2,2,5,5,3,7,2,6,1,1,1,1,1,2,6,1,3,6,2,1,1
"S276",NA,2026-04-06 12:59:39,43.0534166666667,"edge-chromium 146.0.0","false","Windows 10",2552,1308,"677c455afc1062faab5b165e","Male",44,"High school",NA,FALSE,"White",4,4,2,3,2,4,4,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"remembered ball colours, happy birthday song, magnet hands, heavy ball , walking down stairs","being told to press space bar 6 times","Hello",6,0.5,0,0,1,0,0.5,0.5,1,1,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0.5,7,6,1,1,2,5,6,2,2,6,2,4,1,4,4,5,2,7,1,5,5,3,3,4
